"","OBJECTID","RIVER_ID","SEGMENT_ID","WSR_RIVER_NAME","WSR_RIVER_SHORTNAME","GNIS_NAME","CLASSIFICATION","SEGMENT_MILES","TOTAL_MILES","BEGINNING_POINT_NARRATIVE","ENDING_POINT_NARRATIVE","AGENCY","ORV_CULTURE","ORV_FISH","ORV_GEOLOGIC","ORV_HISTORIC","ORV_RECREATIONAL","ORV_SCENIC","ORV_WILDLIFE","STATE","ORV_OTHER","ORV_ID","ORV_LIST","SEGMENT_ACRES","ADMINISTRATIVE_UNIT","COUNTY","SHAPELEN"
"615",924,"226","226.3011","Wood-Pawcatuck Watershed Wild and Scenic River","Wood-Pawcatuck","Shunock River","Recreational",8,110,"Headwaters in North Stonington,Connecticut","Confluence with the Pawcatuck River","NPS","","","","","","","","Rhode Island and Connecticut","","","",NA,"","",0.145048687713096
"616",966,"5","5.1014B","Rogue Wild and Scenic River","Rogue","East Fork Rum Creek","Wild",1.3,NA,"the Wild Rogue Wilderness boundary in T. 34 S., R. 8 W., sec. 10, Willamette Meridian","the confluence with Rum Creek","BLM","","","","","","","","Oregon","","","",NA,"","",0.0206140856660243
"617",967,"5","5.1017B","Rogue Wild and Scenic River","Rogue","Hewitt Creek","Wild",1.2,NA,"the Wild Rogue Wilderness boundary in T. 33 S., R. 9 W., sec. 19, Willamette Meridian","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.0197654224617476
"618",968,"5","5.1020","Rogue Wild and Scenic River","Rogue","Quail Creek","Wild",1.7,NA,"the Wild Rogue Wilderness boundary in T. 33 S., R. 10 W., sec. 1, Willamette Meridian","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.026952174918567
"619",969,"5","5.1029","Rogue Wild and Scenic River","Rogue","Kitch Creek","Wild",1.8,NA,"the Wild Rogue Wilderness boundary in T. 33 S., R. 9 W., sec. 5, Willamette Meridian","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.0270320823277974
"620",970,"5","5.1031B","Rogue Wild and Scenic River","Rogue","Long Gulch","Wild",1.1,NA,"the Wild Rogue Wilderness boundary in T. 33 S., R. 10 W., sec. 23, Willamette Meridian","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.0183914141152071
"621",971,"5","5.1032A","Rogue Wild and Scenic River","Rogue","Bailey Creek","Scenic",1.4,NA,"headwaters","the west section line of T. 34 S., R. 8 W., sec. 14, Willamette Meridian","BLM","","","","","","","","Oregon","","","",NA,"","",0.0236884211538
"622",972,"5","5.1019A","Rogue Wild and Scenic River","Rogue","Dulog Creek","Scenic",0.8,NA,"headwaters","to 0.1 miles downstream of road 34–8–36","BLM","","","","","","","","Oregon","","","",NA,"","",0.00839274003497426
"623",811,"SD7","SD7.3001","American Wild and Scenic River","American","American River","Recreational",NA,NA,"Lower American River from Nimbus Dam ","Lower American River to its junction with the Sacramento River","NPS","No","Yes","No","No","Yes","No","No","California","","SD7.1","Fish, Recreational",NA,"","",0.389325631224758
"624",812,"SD8","SD8.2001","Eel Wild and Scenic River","Eel","North Fork Eel River","Wild",13.5,35,"North Fork - Old Gilman Ranch","Forest Boundary","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA,"SIX RIVERS NATINAL FOREST, MENDOCINO NATIONAL FOREST","TRINITY",0.220436549126749
"625",813,"SD8","SD8.2002","Eel Wild and Scenic River","Eel","Middle Fork Eel River","Wild",21.5,35,"Middle Fork - Southern boundary of Middle Eel-Yolla Bolly Wilderness","Eel River Ranger Station","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA,"SIX RIVERS NATINAL FOREST, MENDOCINO NATIONAL FOREST","MENDOCINO, TRINITY",0.395572016063786
"626",814,"SD8","SD8.7001","Eel Wild and Scenic River","Eel","North Fork Eel River","Wild",NA,NA,"North Fork Eel from the Old Gilman Ranch","North Fork Eel to the middle of Section 8 T24N R13W","NPS","No","Yes","No","No","No","No","No","California","","SD8.1","Fish",NA,"","",0.22238917412129
"627",815,"SD8","SD8.7002","Eel Wild and Scenic River","Eel","North Fork Eel River","Recreational",NA,NA,"North Fork Eel from the middle of Section 8 T24 N R13 W","North Fork Eel to boundary between Sections 12 and 13 T24N R14W","NPS","No","Yes","No","No","Yes","No","No","California","","SD8.1","Fish, Recreational",NA,"","",0.0282319813851859
"628",816,"SD8","SD8.7003","Eel Wild and Scenic River","Eel","North Fork Eel River","Wild",NA,NA,"North Fork Eel from the boundary between Sections 12 and 13 T24N R14W","North Fork Eel to the confluence with the main Eel","NPS","No","Yes","No","No","No","No","No","California","","SD8.1","Fish",NA,"","",0.0951294402340977
"629",817,"SD8","SD8.7004","Eel Wild and Scenic River","Eel","MIddle Fork Eel River","Wild",NA,NA,"Middle Fork Eel from the intersection of the river with the southern boundary of the Middle Eel-Yolla Bolly Wilderness Area","Middle Fork Eel to the Eel River Ranger Station","NPS","No","Yes","No","No","Yes","No","No","California","","SD8.1","Fish, Recreational",NA,"","",0.00795412107154531
"630",872,"SD11","SD11.2010","Trinity Wild and Scenic River","Trinity","Trinity River","Recreational",29.5,141.1,"Mainstem - Shasta-Trinity Forest boundary to the east of Section 29, T34N, R11W near Pigeon Pt. (mileage approximated)","To Cedar Flat Creek, Section 19, T5N, R6E","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY",0.424706511679719
"631",873,"SD11","SD11.2011","Trinity Wild and Scenic River","Trinity","Trinity River","Scenic",5.2,141.1,"Mainstem - Cedar Flat Creek, Section 19, T5N, R6E (mileage approximated)","To Gray Falls, Section 34, T6N, R6E","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," SHASTA TRINITY NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","TRINITY",0.0925275443747687
"632",925,"226","226.3001","Wood-Pawcatuck Watershed Wild and Scenic River","Wood-Pawcatuck","Beaver River","Scenic",11,110,"Headwaters in Exeter and West Greenwich, Rhode Island","Confluence with the Pawcatuck River in Richmond, Rhode Island","NPS","","","","","","","","Rhode Island and Connecticut","","","",NA,"","",0.173790057389346
"633",926,"226","226.3003","Wood-Pawcatuck Watershed Wild and Scenic River","Wood-Pawcatuck","Green Fall River","Scenic",9,110,"Headwaters in Voluntown,Connecticut","Confluence with Ashaway River in Hopkinton, Rhode Island","NPS","","","","","","","","Rhode Island and Connecticut","","","",NA,"","",0.145597977408386
"634",927,"226","226.3004","Wood-Pawcatuck Watershed Wild and Scenic River","Wood-Pawcatuck","Ashaway River","Recreational",3,110,"Confluence with Green Fall River","Confluence with the Pawcatuck River in Hopkinton, Rhode Island","NPS","","","","","","","","Rhode Island and Connecticut","","","",NA,"","",0.0524881749179597
"635",928,"226","226.3009","Wood-Pawcatuck Watershed Wild and Scenic River","Wood-Pawcatuck","Queen River","Scenic",11,110,"Headwaters in Exeter and West Greenwich, Rhode Island","Kingstown Road Bridge in South Kingstown, Rhode Island","NPS","","","","","","","","Rhode Island and Connecticut","","","",NA,"","",0.176727793846733
"636",999,"5","5.1002B","Rogue Wild and Scenic River","Rogue","East Fork Kelsey Creek","Wild",4.6,NA,"the Wild Rogue Wilderness boundary in T. 33 S., R. 8 W., sec. 5, Willamette Meridian","the confluence with Kelsey Creek","BLM","","","","","","","","Oregon","","","",NA,"","",0.0862019166448046
"637",1000,"5","5.1004B","Rogue Wild and Scenic River","Rogue","East Fork Whisky Creek","Wild",2.6,NA,"the Wild Rogue Wilderness boundary in T. 33 S., R. 8 W., sec. 11, Willamette Meridian","downstream to road 33–8–26 crossing","BLM","","","","","","","","Oregon","","","",NA,"","",0.0341632710255059
"638",818,"SD8","SD8.7005","Eel Wild and Scenic River","Eel","MIddle Fork Eel River","Recreational",NA,NA,"Middle Fork Eel to the Eel River Ranger Station","Middle Fork Eel to Williams Creek","NPS","No","Yes","No","No","Yes","No","No","California","","SD8.1","Fish, Recreational",NA,"","",0.0559452159507687
"639",819,"SD8","SD8.7006","Eel Wild and Scenic River","Eel","MIddle Fork Eel River","Scenic",NA,NA,"Middle Fork Eel to Williams Creek","Middle Fork Eel to southern boundary of the northern quarter of Section 25 T22N R12W","NPS","No","Yes","No","No","Yes","No","No","California","","SD8.1","Fish, Recreational",NA,"","",0.14092706247968
"640",820,"SD8","SD8.7007","Eel Wild and Scenic River","Eel","MIddle Fork Eel River","Wild",NA,NA,"Middle Fork Eel to southern boundary of the northern quarter of Section 25 T22N R12W","Middle Fork Eel to boundary between Sections 4 and 5 T21N R13W","NPS","No","Yes","No","No","Yes","No","No","California","","SD8.1","Fish, Wild, Recreational",NA,"","",0.316731348061605
"641",821,"SD8","SD8.7008","Eel Wild and Scenic River","Eel","MIddle Fork Eel River","Recreational",NA,NA,"Middle Fork Eel to boundary between Sections 4 and 5 T21N R13W","Middle Fork Eel to confluence with main Eel at Dos Rios","NPS","No","Yes","No","No","Yes","No","No","California","","SD8.1","Fish, Recreational",NA,"","",0.0347998283675264
"642",822,"SD8","SD8.7009","Eel Wild and Scenic River","Eel","South Fork Eel River","Recreational",NA,NA,"South Fork Eel from the mouth of Section Four Creek near Branscomb","South Fork Eel to Horseshoe Bend","NPS","No","Yes","No","No","No","No","No","California","","SD8.1","Fish",NA,"","",0.320563522619359
"643",823,"75","75.2003","Eagle Creek Wild and Scenic River","Eagle Creek","Eagle Creek","Scenic",6,28.9,"Paddy Creek","Little Eagle Creek","USFS","Yes","Yes","Yes","Yes","Yes","Yes","No","Oregon","Paleontology","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Paleontology",NA," WALLOWA WHITMAN NATIONAL FOREST","BAKER",0.108413360825419
"644",874,"64","64.2002","Kern Wild and Scenic River","Kern","North Fork Kern River","Wild",13.2,124,"North Fork - Southern boundary of Golden Trout Wilderness (GTW)","To a point 5,600 feet upstream of Johnsondale Bridge (13.2 miles classified as wild)","USFS","No","Yes","No","No","Yes","Yes","No","California","","","Fish, Recreation, Scenery",NA," INYO NATIONAL FOREST, SEQUOIA NATIONAL FOREST","TULARE",0.216789663811586
"645",875,"SD9","SD9.2006","Klamath Wild and Scenic River","Klamath","South Fork Salmon River","Scenic",6.2,222.3,"Salmon River, South Fork - Saint Clair Creek in section 26, T38N R12W","Salmon River, South Fork - Matthews Creek in section 10,  T38N R12W","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," KLAMATH NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","SISKIYOU",0.102811441714748
"646",929,"226","226.3010","Wood-Pawcatuck Watershed Wild and Scenic River","Wood-Pawcatuck","Usquepaug River","Wild",5,110,"Kingstown Road Bridge in South Kingstown, Rhode Island","Confluence with the Pawcatuck River in Suth Kingstown, Rhode Island","NPS","","","","","","","","Rhode Island and Connecticut","","","",NA,"","",0.0833432731881607
"647",930,"226","226.3012","Wood-Pawcatuck Watershed Wild and Scenic River","Wood-Pawcatuck","Wood River","Wild",13,110,"Headwaters in Sterling and Voluntown, Connecticut and Exeter and West Greenwich, Rhode Island","Arcadia Road Bridge in Hopkinton and Richmond, Rhode Island","NPS","","","","","","","","Rhode Island and Connecticut","","","",NA,"","",0.270608499717618
"648",931,"226","226.3005","Wood-Pawcatuck Watershed Wild and Scenic River","Wood-Pawcatuck","Pawcatuck River","Wild",3,110,"Worden Pond outlet in South Kingstown,Rhode Island","South County Trail Bridge, Chalestown and South Kingstown,Rhode Island","NPS","","","","","","","","Rhode Island and Connecticut","","","",NA,"","",0.0473486418180208
"649",932,"226","226.3006","Wood-Pawcatuck Watershed Wild and Scenic River","Wood-Pawcatuck","Pawcatuck River","Recreational",4,110,"South County Trail Bridge, Chalestown and South Kingstown,Rhode Island","Carolina Back Road Bridge in Richmond and Charlestown, Rhode Island","NPS","","","","","","","","Rhode Island and Connecticut","","","",NA,"","",0.0566763762021901
"650",933,"226","226.3007","Wood-Pawcatuck Watershed Wild and Scenic River","Wood-Pawcatuck","Pawcatuck River","Recreational",8,110,"Confluence with Shunock River in Stonington, Connecticut","Mouth of the river between Pawcatuck Point in Stonington,Conneticut and Rhodes Point in Westerly, Rhode Island","NPS","","","","","","","","Rhode Island and Connecticut","","","",NA,"","",0.120300926076005
"651",824,"75","75.2004","Eagle Creek Wild and Scenic River","Eagle Creek","Eagle Creek","Recreational",1.5,28.9,"Little Eagle Creek","Wallowa-Whitman National Forest Boundary near Skull Creek (T8S, R45E, Sec. 7, WM)","USFS","Yes","Yes","Yes","Yes","Yes","Yes","No","Oregon","Paleontology","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Paleontology",NA," WALLOWA WHITMAN NATIONAL FOREST","BAKER",0.0228275068796448
"652",825,"76","76.2001","Elk Wild and Scenic River","Elk","North Fork Elk River","Scenic",0.6,28.2,"North Fork Elk from its source in sec. 21, T. 33 S., R. 12 W.","0.01 miles below Forest Service Road 3353","USFS","No","Yes","No","No","No","No","No","Oregon","Water Quality","","Fish, Water Quality",NA," ROGUE RIVER-SISKIYOU NATIONAL FOREST","CURRY",0.010609476069117
"653",826,"76","76.2002","Elk Wild and Scenic River","Elk","North Fork Elk River","Wild",5.5,28.2,"North Fork Elk from 0.01 miles below Forest Service Road 3353","Confluence with the South Fork Elk","USFS","No","No","No","No","No","Yes","No","Oregon","Botany, Water Quality","","Scenery, Botany, Water Quality",NA," ROGUE RIVER-SISKIYOU NATIONAL FOREST","CURRY",0.0909410614679103
"654",827,"76","76.2003","Elk Wild and Scenic River","Elk","South Fork Elk River","Scenic",0.9,28.2,"South Fork Elk from its source in the southeast quarter of sec. 32, T. 33 S., R. 12 W.","0.01 miles below Forest Service Road 3353","USFS","No","Yes","No","No","No","No","No","Oregon","Water Quality","","Fish, Water Quality",NA," ROGUE RIVER-SISKIYOU NATIONAL FOREST","CURRY",0.0164585832473668
"655",876,"SD9","SD9.2007","Klamath Wild and Scenic River","Klamath","South Fork Salmon River","Recreational",7.7,222.3,"Salmon River, South Fork - Matthews Creek in section 10,  T38N R12W","Salmon River, South Fork - Forks of Salmon in section 13, T10N R7E","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," KLAMATH NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","SISKIYOU",0.173645769414005
"656",877,"SD9","SD9.2008","Klamath Wild and Scenic River","Klamath","North Fork Salmon River","Wild",4.3,222.3,"Salmon River, North Fork - north boundary of section 15, T41N R11W in Marble Mountain Wilderness","Salmon River, North Fork - Mule Bridge Trailhead in section 12, T40N R11W ","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," KLAMATH NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","SISKIYOU",0.0685927787609053
"657",878,"SD9","SD9.2009","Klamath Wild and Scenic River","Klamath","North Fork Salmon River","Recreational",24.2,222.3,"Salmon River, North Fork - Mule Bridge Trailhead in section 12, T40N R11W ","Salmon River, North Fork - Forks of Salmon in section 13, T10N R7E ","USFS, NPS","No","Yes","No","No","No","No","No","California","","","Fish",NA," KLAMATH NATIONAL FOREST, SIX RIVERS NATIONAL FOREST","SISKIYOU",0.410877707484022
"658",934,"226","226.3013","Wood-Pawcatuck Watershed Wild and Scenic River","Wood-Pawcatuck","Wood River","Recreational",11,110,"Arcadia Road Bridge in Hopkinton and Richmond, Rhode Island","Confluence with the Pawcatuck River in Charleston, Hopkinton, and Richmond Rhode Island","NPS","","","","","","","","Rhode Island and Connecticut","","","",NA,"","",0.143765329716955
"659",935,"226","226.3002","Wood-Pawcatuck Watershed Wild and Scenic River","Wood-Pawcatuck","Chipuxet River","Wild",3,110,"Kingstown Road Bridge, South Kingstown, Rhode Island","Outlet from Worden Pond","NPS","","","","","","","","Rhode Island and Connecticut","","","",NA,"","",0.0529553184229111
"660",936,"230","230.2007","Whitewater Wild and Scenic River","Whiterwater","Whiterwater","Recreational",3.6,NA,"San Gorgonio Wilderness boundary",".25 miles upstream of the southern boundary of section 35, T.2S.,R.3E.","BLM","","","","","","","","California","","","Scenic,Wildlife",NA,"SAN BERNADINO NATIONAL FOREST","",0.0555892992551959
"661",937,"215","215.2001","Wasson Wild and Scenic River","Wasson","Wasson Creek","Wild",5.9,10.1," the western boundary of T. 21 S., R. 10 W..sec. 12","the eastern boundary of the northwest quarter of T. 21 S., R. 10 W., sec. 22","","","","","","","","","","","","",NA,"","",0.131622150093865
"662",973,"5","5.1019B","Rogue Wild and Scenic River","Rogue","Dulog Creek","Wild",1,NA,"from road 34–8–36","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.0172320262918706
"663",974,"5","5.1032B","Rogue Wild and Scenic River","Rogue","Bailey Creek","Wild",1.7,NA,"the west section line of T. 34 S., R. 8 W., sec. 14, Willamette Meridian","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.0314456492773996
"664",975,"5","5.1003B","Rogue Wild and Scenic River","Rogue","Whisky Creek","Wild",1.2,NA,"from road 33–8–23","the confluence with the Rogue River","BLM","","","","","","","","Oregon","","","",NA,"","",0.0198579123537005
"665",976,"5","5.1003A","Rogue Wild and Scenic River","Rogue","Whisky Creek","Recreational",1.6,NA,"the confluence of the East Fork and West Fork","the south boundary of the non-Federal land in T. 33 S., R. 8 W., sec. 17, Willamette Meridian","BLM","","","","","","","","Oregon","","","",NA,"","",0.0199319905830724
